 ,,,,,,,
,Order ID,Item ID,Item Description,Quantity,Unit Price When Sold,Shipment,Comments
,240901QUWK612N,S20-SLCAPD-R1SW,Silicone Case Bluetooth Earphones - 3rd Gen - Switch,1,69.00,33,
,240901QUWK612N,S28-SLCAPD-NCR3,Silicone Case Bluetooth Earphones - 3rd Gen - Famicom,1,79.00,31,
,240901RJJ8QSTQ,S08-FOLDFL-LLGY,Foldable File Organizer - Large Light Gray,5,89.00,28,
,240901RNVDQE3K,S28-GRWBG2-BK02,Gardening Grow Bag Design 2 - Black - 2 Gallon (20*20cm),6,29.00,35,
,240901RPBTRSAU,S11-DIACO1-RPNK,Diatomite Coaster Design 1 - Hard - Round Pink,1,40.00,26,
,240901RUKG67XB,S26-RFIDMC-HCBK,RFID Card Wallet with Money Clip - Honeycomb Black,1,299.00,33,
,240901RUY620X2,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,1,189.00,36,
,240901RV1JBHC5,S26-MKYHDR-BLCK,Metal Key Holder - Black,1,69.00,28,
,240901RXS8036J,S31-LMSWST-BN95,Plain Leather Magsafe Snap On Wallet with Stand - Brown 9.5,1,189.00,36,
,240901RXV4GYDS,S26-RFIDMC-PLGY,RFID Card Wallet with Money Clip - Plain Gray,1,239.00,34,
,240901S0NBM5C8,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,1,189.00,36,
,240901S3MXYHKE,S01-LDHAMP-LDUK,Laundry Hamper - Large Duck,1,179.00,33,
,240901S42KQ4SE,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,1,189.00,36,
,240901S7X3SYAY,S27-APDCSE-SWP2,Airpod Case - Side Lock Style - White - Pro 2nd Gen,1,159.00,33,
,240901SCH57W1H,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,2,189.00,36,
,240901SD42RXKF,S28-GRWBG2-BK03,Gardening Grow Bag Design 2 - Black - 3 Gallon (25*22cm),5,39.00,"34, 36",
,240901SD42RXKF,S28-GRWBG2-BK05,Gardening Grow Bag Design 2 - Black - 5 Gallon (30*25cm),10,49.00,35,
,240901SD42RXKF,S30-GRWBG2-BK07,Gardening Grow Bag Design 2 - Black - 7 Gallon (35*30cm),5,59.00,36,
,240901SFCH5SUN,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,1,189.00,36,
,240901SFCH5SUN,S31-LMSWST-BN95,Plain Leather Magsafe Snap On Wallet with Stand - Brown 9.5,1,189.00,36,
,240901SFCH5SUN,S22-PLMEDC-GRAY,Pill Shaped Medicine Storage with Pill Cutter - Gray,1,99.00,22,
,240901SFCH5SUN,S13-FNAILC-0000,Flat Nailcutter Keychain,1,79.00,28,
,240901SFCWK0JW,S28-GRWBG2-GN03,Gardening Grow Bag Design 2 - Green - 3 Gallon (25*22cm),6,45.00,34,
,240901SFCWK0JW,S28-GRWBG2-GY05,Gardening Grow Bag Design 2 - Gray - 5 Gallon (30*25cm),6,59.00,36,
,240901SFMPFDVF,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,2,189.00,36,
,240901SFMPFDVF,S27-MNYCLP-BDLR,Money Clip Steel - Black Dollar Sign,1,88.00,28,
,240901SFU6CG6N,S13-MNYCLP-SLVR,Money Clip Steel - Silver,3,39.00,31,
,240901SPY8UNU7,S06-LDHAMP-LLCW,Laundry Hamper - Large Lion Crown,1,199.00,31,
,240901SSN87NQK,S04-WBKEND-0SQR,Wooden Bookend - No Print Square Corner,1,99.00,29,
,240901SUE6PV4E,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,1,189.00,36,
,240901SXWEP6NC,S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,1,199.00,28,
,240901SXWEP6NC,S29-ISMMPC-BLCK,Issey Miyake-like Make up Pouch - Black,1,125.00,31,
,240901T022SA74,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,1,189.00,36,
,240901T022SA74,S31-LMSWST-BN95,Plain Leather Magsafe Snap On Wallet with Stand - Brown 9.5,1,189.00,36,
,240901T022SA74,S20-SLCAPD-R3CW,Silicone Case Bluetooth Earphones - 3rd Gen - Carbon Fiber Texture - White,1,119.00,35,
,240901T222BPH1,S26-RFIDMC-HCBK,RFID Card Wallet with Money Clip - Honeycomb Black,1,299.00,33,
,240901T25KSNXC,S14-PCTOIL-GRAY,Pouch Toiletry Organizer - Gray,1,139.00,34,
,240901T32TEBFM,S13-MNYCLP-SLVR,Money Clip Steel - Silver,3,39.00,31,
,240901T4CJJFEQ,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,1,189.00,36,
,240901T4KW49NT,S20-SLCAPD-R1SW,Silicone Case Bluetooth Earphones - 3rd Gen - Switch,1,69.00,36,
,240901T4XEQXG0,S11-LDHAMP-MGBY,Laundry Hamper - Medium Gray Bunny,1,159.00,34,
,240901T4XEQXG0,S11-FABORG-GYWA,Fabric Foldable Rectangle Organizer - Gray White Chevron,3,25.00,33,
,240901T89SUWY6,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,1,189.00,36,
,240901TANDC3CS,S31-LMSWST-GR95,Plain Leather Magsafe Snap On Wallet with Stand - Green 9.5,1,189.00,35,
,240902TBF8534D,S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,1,199.00,28,
,240902TCP5Q0F9,S05-RFIDWL-RGLD,RFID Card Wallet - Rose Gold,1,55.00,31,
,240902TD3C6DJ8,S02-TOILOR-GRAY,Travel Toiletry Organizer - Gray,1,125.00,30,
