 , ,,,,,,
,Order ID,Item ID,Item Description,Quantity,Unit Price When Sold,Shipment,Comments
,25070101Q6EDUS,S11-DIACO1-RWHT,Diatomite Coaster Design 1 - Hard - Round White,2,45.00,38,
,2507010431GCX6,S18-DIACO1-RDGY,Diatomite Coaster Design 1 - Hard - Round Dark Gray,1,45.00,44,
,2507010431GCX6,S28-SLCAPD-PBP2,Silicone Case Bluetooth Earphones - Pro 2nd Gen - Pokeball,1,69.00,42,
,25070104KRH22B,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,1,199.00,43,
,2507010PK8XS3G,S04-WBKEND-0SQR,Wooden Bookend - No Print Square Corner,1,99.00,35,
,2507010PK8XS3G,S18-DIACO1-RDGY,Diatomite Coaster Design 1 - Hard - Round Dark Gray,1,45.00,44,
,2507010PSJ5KYK,S16-DIACO1-SGRY,Diatomite Coaster Design 1 - Hard - Square Gray,6,20.00,44,
,2507010TD2KJNN,S26-RFIDMC-PLBK,RFID Card Wallet with Money Clip - Plain Black,1,239.00,43,
,2507010UUAR6DX,S19-LDHAMP-MCTV,Laundry Hamper - Medium Construction Vehicles,1,159.00,42,
,2507010UUAR6DX,S11-LDHAMP-MGBY,Laundry Hamper - Medium Gray Bunny,1,159.00,42,
,2507010UUAR6DX,S03-WREPRP-ELMO,Wire Protector - Elmo,1,20.00,16,
,2507010UUAR6DX,S08-WREPRP-CMON,Wire Protector - Cookie Monster,1,20.00,16,
,2507010UWSVTKX,S34-FRNTOL-PINK,Front Pocket Toiletry Organizer - Pink,1,249.00,34,
,2507010WEK2GAH,S18-DIACO1-RDGY,Diatomite Coaster Design 1 - Hard - Round Dark Gray,2,45.00,44,
,2507010WXGBAD9,S26-RFIDMC-HCBK,RFID Card Wallet with Money Clip - Honeycomb Black,1,299.00,44,
,2507010XHQDGGU,S02-LDHAMP-MWDY,Laundry Hamper - Medium Washday,1,165.00,36,
,2507010XHQDGGU,S25-LDHAMP-LVDN,Laundry Hamper - Large Dark Blue Varying Dinosaurs,1,195.00,43,
,25070116YSMH27,S18-DIACO1-SDGY,Diatomite Coaster Design 1 - Hard - Square Dark Gray,3,45.00,38,
,2507011B5PG1JT,S06-LDHAMP-LBDN,Laundry Hamper - Large Blue Dinosaur,1,199.00,37,
,2507011HMMTWMM,S16-DIACO1-SGRY,Diatomite Coaster Design 1 - Hard - Square Gray,1,40.00,44,
,2507011TTD4863,S06-LDHAMP-LLCW,Laundry Hamper - Large Lion Crown,1,199.00,41,
,2507011V3TRJ7G,S19-LDHAMP-MCTV,Laundry Hamper - Medium Construction Vehicles,1,159.00,42,
,2507011V3TRJ7G,S06-LDHAMP-LELE,Laundry Hamper - Large Elephant,1,199.00,39,
,2507011V3TRJ7G,S43-LDHAMP-LFAM,Laundry Hamper - Large Forest Animals,1,199.00,43,
,2507011V3TRJ7G,S10-LDHAMP-SDIN,Laundry Hamper - Small Dinosaurs,1,99.00,43,
,2507011V3TRJ7G,S10-LDHAMP-SCAT,Laundry Hamper - Small Cats,1,99.00,43,
,2507011V3TRJ7G,S19-LDHAMP-MEXC,Laundry Hamper - Medium Excavator,1,159.00,35,
,2507011YYVWQXS,S18-DIACO1-RDGY,Diatomite Coaster Design 1 - Hard - Round Dark Gray,1,45.00,44,
,2507011YYVWQXS,S11-DIACO1-RGRY,Diatomite Coaster Design 1 - Hard - Round Gray,2,22.50,44,
,2507011YYVWQXS,S11-DIACO1-RLBL,Diatomite Coaster Design 1 - Hard - Round Light Blue,2,20.00,29,
,25070123UC055W,S16-DIACO1-SGRY,Diatomite Coaster Design 1 - Hard - Square Gray,1,40.00,44,
,25070123UC055W,S18-DIACO1-SDGY,Diatomite Coaster Design 1 - Hard - Square Dark Gray,1,45.00,38,
,25070125000E8Q,S27-PLPPSM-BLCK,PU Leather Passport Holder with Sim Card Holder - Black,1,135.00,28,
,25070125A57T2C,S16-DIACO1-SGRY,Diatomite Coaster Design 1 - Hard - Square Gray,8,22.50,44,
,25070125EEHPJC,S21-LDHAMP-LACF,Laundry Hamper - Large Aircraft,1,199.00,32,
,25070125EEHPJC,S15-LDHAMP-MGFS,Laundry Hamper - Medium Green Fish,1,149.00,39,
,25070129MF9HMV,S19-WBKEND-WLQ0,Wooden Bookend - Dark Walnut Large Square No Logo,2,249.00,31,
,2507022HA5CA5V,S20-SLCAPD-P1SW,Silicone Case Bluetooth Earphones - Pro 1st Gen - Switch,1,69.00,43,
,2507022J9KFKQS,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,1,199.00,43,
,2507022R351SHW,S25-LDHAMP-LVDN,Laundry Hamper - Large Dark Blue Varying Dinosaurs,1,175.00,43,
,2507023397DGD6,S11-LDHAMP-MGBY,Laundry Hamper - Medium Gray Bunny,1,159.00,42,
,250702393SE8DJ,S20-SLCAPD-P1SW,Silicone Case Bluetooth Earphones - Pro 1st Gen - Switch,1,69.00,43,
,2507023E3K0NCK,S21-LDHAMP-LCTV,Laundry Hamper - Large Construction Vehicles,1,199.00,38,
,2507023GHFXS2D,S11-DIACO1-RWHT,Diatomite Coaster Design 1 - Hard - Round White,2,22.50,38,
,2507023H982MX2,S24-LDHAMP-LDBT,Laundry Hamper - Large Drawstring Blue White Triangles,1,219.00,36,
,2507023PUPNV4Y,S18-DIACO1-RDGY,Diatomite Coaster Design 1 - Hard - Round Dark Gray,2,45.00,44,
,2507023YCBTMH7,S16-DIACO1-SGRY,Diatomite Coaster Design 1 - Hard - Square Gray,2,22.50,44,
,25070240GDQN7R,S18-DIACO1-SDGY,Diatomite Coaster Design 1 - Hard - Square Dark Gray,1,45.00,38,
,25070240Q67FV9,S08-LDHAMP-LPDN,Laundry Hamper - Large Pink Dinosaur,1,199.00,42,
,25070240Q67FV9,S43-LDHAMP-LBGM,Laundry Hamper - Large Black Game Console,1,199.00,43,
,25070240Q67FV9,S11-FABORG-GNWA,Fabric Foldable Rectangle Organizer - Green White Chevron,4,25.00,34,
,25070241KJ3BVE,S08-FOLDFL-LLGY,Foldable File Organizer - Large Light Gray,1,89.00,28,
,25070242QCDEAK,S20-SLCAPD-P1XB,Silicone Case Bluetooth Earphones - Pro 1st Gen - Xbox Controller,1,69.00,41,
,250702459X4DGA,S13-MNYCLP-SLVR,Money Clip Steel - Silver,7,39.00,40,
,25070247AKJJST,S16-DIACO1-SGRY,Diatomite Coaster Design 1 - Hard - Square Gray,1,40.00,44,
,25070247AKJJST,S11-DIACO1-RGRY,Diatomite Coaster Design 1 - Hard - Round Gray,2,22.50,44,
,250702494S5SBD,S04-WBKEND-0RND,Wooden Bookend - No Print Round Corner,2,99.00,35,
,2507024E8XX0KD,S13-MNYCLP-SLVR,Money Clip Steel - Silver,2,39.00,40,
,2507024E8XX0KD,S13-MNYCLP-GOLD,Money Clip Steel - Gold,2,42.00,31,
,2507024E8XX0KD,S32-MKYHDR-GREN,Metal Key Holder - Green,1,69.00,42,
,2507024E8XX0KD,S32-MKYHDR-YLLW,Metal Key Holder - Yellow,1,69.00,42,
,2507024E8XX0KD,S26-MKYHDR-BLCK,Metal Key Holder - Black,2,69.00,42,
,2507024E8XX0KD,S26-MKYHDR-SLVR,Metal Key Holder - Silver,2,69.00,35,
,2507024JCCPTDT,S25-LDHAMP-LVDN,Laundry Hamper - Large Dark Blue Varying Dinosaurs,1,175.00,43,
,2507024JCCPTDT,S15-LDHAMP-MGFS,Laundry Hamper - Medium Green Fish,1,149.00,39,
,2507024MCJWC5R,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,1,199.00,43,
,2507024QRJ0WKS,S16-DIACO1-SWHT,Diatomite Coaster Design 1 - Hard - Square White,4,22.50,38,
,2507024QY0XTVW,S18-DIACO1-SDGY,Diatomite Coaster Design 1 - Hard - Square Dark Gray,1,45.00,38,
,2507024SYQE3N0,S12-FOLDFL-LLGN,Foldable File Organizer - Large Light Gray No OPP,2,79.00,33,
,2507024SYQE3N0,S26-RETVNC-SET2,Retro Vinyl Coaster - Set of 2,1,79.00,34,
,2507024U2230AT,S11-DIACO1-RWHT,Diatomite Coaster Design 1 - Hard - Round White,2,22.50,38,
,1016843986438547,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,2,199.00,43,
,1016875149404278,S16-DIACO1-SLBL,Diatomite Coaster Design 1 - Hard - Square Light Blue,2,17.50,36,
,1016875149404278,S18-DIACO1-SDGY,Diatomite Coaster Design 1 - Hard - Square Dark Gray,1,45.00,38,
,1009260439789511,S16-SLCODR-PINK,Silicone Coaster Design Drain - Pink,1,42.00,37,
,1009260439789511,S16-SLCODR-CREM,Silicone Coaster Design Drain - Cream,1,42.00,34,
,1009260439789511,S16-SLCODR-BLUE,Silicone Coaster Design Drain - Blue,1,42.00,37,
,1009266093628393,S11-LDHAMP-MRSY,Laundry Hamper - Medium Red Strawberry,1,159.00,43,
,1009266093628393,S11-LDHAMP-MGBY,Laundry Hamper - Medium Gray Bunny,1,169.00,42,
,1016926186949339,S24-APDCSE-HRP2,Airpod Case - Headset Lock Style - Black/Red - Pro 2nd Gen,1,149.00,28,
,1009334848011293,S28-GRWBG2-BK10,Gardening Grow Bag Design 2 - Black - 10 Gallon (40*30cm),5,79.00,42,
,1016992595870071,S13-MNYCLP-SLVR,Money Clip Steel - Silver,1,39.00,40,
,1016992595870071,S26-RFIDMC-PLGN,RFID Card Wallet with Money Clip - Plain Green,1,239.00,42,
,1009348094399880,S19-FIDGTY-MCSK,Fidget Toy - Metal Card - Silver King,1,329.00,35,
,1009411093350229,S13-MNYCLP-SLVR,Money Clip Steel - Silver,1,39.00,40,
,1009495608685061,S42-RFIDMC-PGLD,RFID Card Wallet with Money Clip - Plain Gold,2,239.00,43,
,1017134753470071,S11-DIACO1-RLBL,Diatomite Coaster Design 1 - Hard - Round Light Blue,2,17.50,29,
,1017134753470071,S32-MKYHDR-BLUE,Metal Key Holder - Blue,1,69.00,42,
,1017134753470071,S26-MKYHDR-SLVR,Metal Key Holder - Silver,1,69.00,35,
,1009516215379115,S18-DIACO1-SDGY,Diatomite Coaster Design 1 - Hard - Square Dark Gray,6,45.00,38,
,1009682213807449,S08-LDHAMP-LPDN,Laundry Hamper - Large Pink Dinosaur,1,199.00,42,
,1009708422944591,S13-MNYCLP-GOLD,Money Clip Steel - Gold,1,42.00,31,
,1017341981071877,S16-DIACO1-SLBL,Diatomite Coaster Design 1 - Hard - Square Light Blue,2,17.50,36,
,1009822411215491,S16-DIACO1-SGRY,Diatomite Coaster Design 1 - Hard - Square Gray,3,39.00,44,
,1009822411215491,S16-DIACO1-SLBL,Diatomite Coaster Design 1 - Hard - Square Light Blue,2,17.50,36,
,1017434390972653,S28-GRWBG2-GN02,Gardening Grow Bag Design 2 - Green - 2 Gallon (20*20cm),5,39.00,38,
,1009803687844205,S10-TRVLAD-BLCK,Multifunctional Travel Adapter - Black,1,259.00,31,
,1017471703868165,S30-SLCAPD-R3PS,Silicone Case Bluetooth Earphones - 3rd Gen - PS Controller,2,69.00,"38, 42",
,1009828679241126,S13-MNYCLP-SLVR,Money Clip Steel - Silver,1,39.00,40,
,2507034YTG4EX9,S31-COLTWL-DGRY,Microfiber Cooling Towel (30*80cm)  - Dark Gray,11,25.00,44,
,250703578XEYPF,S16-DIACO1-SGRY,Diatomite Coaster Design 1 - Hard - Square Gray,1,40.00,44,
,250703578XEYPF,S18-DIACO1-SDGY,Diatomite Coaster Design 1 - Hard - Square Dark Gray,1,45.00,38,
,250703578XEYPF,S16-DIACO1-SWHT,Diatomite Coaster Design 1 - Hard - Square White,2,22.50,38,
